,Peso_de_muestra_vegetal_(g),Cantidad_de_N_en_muestra_vegetal_(g),Cantidad_de_C_en_muestra_vegetal_(g),Porcentaje_N_de_la_muestra_vegetal,Porcentaje_C_de_la_muestra_vegetal,Peso_de_muestra_de_fruto_(g),Cantidad_de_N_en_muestra_de_fruto_(g),Cantidad_de_C_en_muestra_de_fruto_(g),Porcentaje_N_de_la_muestra_fruto,Porcentaje_C_de_la_muestra_fruto,Nitrógeno_total_en_planta,Carbono_total_en_planta,Nitrógeno_total_en_fruto,Carbono_total_en_fruto,N1,N2,N3,N4,Primer_peso_fresco_hoja,Primer_peso_fresco_de_raíz,Primer_peso_fresco_planta,Primer_peso_seco_hoja,Primer_peso_seco_de_raíz,Primer_peso_seco_planta,Harvest_Index_S_(His),Root_Index_(Ri),CHLOR,FLV,ANT,NBI,NDVI,PhipII
422,0.08,0.00185,0.0273,2.31448,34.08116,0.1287,0.00199,0.0564,1.54561,43.8294,1.7783125000000004,26.242125000000005,0.18356860916860915,5.202648018648018,401.5288229780943,292.2100903541361,0.022772,2671.856377380608,27.0,2.8,29.8,2.063,0.117,2.18,0.1337358626593971,0.09011850583517325,24.134,0.667,0.222,36.2,0.644556279835896,0.859
423,0.0805,0.00189,0.0256,2.34829,31.79475,0.1213,0.00229,0.0519,1.89,42.81867,2.4253043478260867,32.85068322981367,0.043798845836768345,0.992646331409728,292.5689264276171,118.23696130350311,0.0194358,672.3321502508226,17.4,2.7,20.099999999999998,1.456,0.229,1.685,0.021965536830145807,0.12592312062109448,18.256,0.514,0.253,35.54,0.64162181077322,0.839
424,0.0834,0.00198,0.0292,2.37968,34.99403,0.1257,0.00254,0.0561,2.01832,44.62153,2.635251798561151,38.86330935251799,0.09313333333333333,2.057,285.78038669057975,95.28594535148855,0.020183200000000002,549.6057786838755,10.156,2.038,12.193999999999999,1.467,0.269,1.7360000000000002,0.03986713837158007,0.08130854864240673,21.526,0.577,0.255,37.28,0.609636032841143,0.834
425,0.081,0.00181,0.0281,2.23294,34.72561,0.1243,0.00242,0.0535,1.94358,43.05633,2.0937901234567895,32.5058024691358,0.11399115044247789,2.520052292839904,358.4275602393405,38.24204844181479,0.0189,259.0623778973772,19.8,2.58,22.380000000000003,1.823,0.172,1.9949999999999999,0.058811712118929244,0.11651850735774195,20.692,0.53,0.257,39.04,0.622908511151672,0.847
426,0.082,0.00221,0.0291,2.69192,35.50051,0.0,0.0,0.0,0.0,0.0,0.668390243902439,8.800975609756097,0.0,0.0,150.9007495334369,10.140583035821072,0.033282,50.928834652566835,4.84,1.4,6.24,0.467,0.092,0.559,0.0,0.05645161290322581,25.433,0.554,0.213,45.92,0.658907183559548,0.883
427,0.0812,0.00232,0.0287,2.85363,35.31121,0.1189,0.00387,0.0532,3.2512,44.70799,0.9085714285714287,11.239655172413794,0.0046218671152228755,0.06353574432296047,185.14234608391996,4.531449455230269,0.032512,27.276371015515696,8.2,1.6,9.799999999999999,0.857,0.228,1.085,0.0044455575731012454,0.06887483563959677,23.965,0.542,0.252,44.21,0.623481260196516,0.844
428,0.0828,0.00216,0.0302,2.60913,36.47428,0.118,0.00393,0.0527,3.3282,44.64793,0.8504347826086958,11.890338164251208,0.008626016949152543,0.11567203389830509,150.56203512410147,7.867802670708709,0.03300933167082294,39.10260283404127,9.0,3.3,12.3,0.896,0.169,1.065,0.007882163182081013,0.10042910618095498,26.789,0.629,0.225,42.6,0.624104000689652,0.8
429,0.082,0.00213,0.029,2.60252,35.39572,0.12,0.00247,0.0542,2.05434,45.12507,3.3846219512195117,46.08170731707317,0.3756870000000001,8.243820000000001,272.7170085777718,390.7352211654721,0.0163126,1738.2729505665566,12.91,2.96,15.870000000000001,1.17,0.189,1.359,0.12286606710108247,0.08885777370886962,22.839,0.485,0.226,47.12,0.629041603879431,0.848
430,0.0826,0.00155,0.0259,1.87522,31.37674,0.1198,0.0021,0.051,1.75424,42.55209,1.5237288135593217,25.461016949152537,0.18507345575959933,4.494641068447412,233.10278387176865,267.6016309193913,0.017542400000000003,1094.2718461286381,9.4,2.8,12.2,0.914,0.173,1.087,0.1150635366943482,0.06103010091763117,18.393,0.491,0.264,37.42,0.528877971269877,0.829
431,0.0821,0.00138,0.0302,1.68204,36.73733,0.1132,0.00185,0.0505,1.63126,44.65205,1.7245797807551764,37.74080389768575,0.2947579505300354,8.046095406360426,387.2874370799075,278.4399897516437,0.0205434,2215.3244510896284,11.7,1.8,13.5,1.091,0.176,1.267,0.14950760966875562,0.08206505520740077,24.136,0.613,0.222,39.4,0.624779793067514,0.847
432,0.0804,0.00208,0.0297,2.5901,36.99322,0.1181,0.00203,0.0512,1.71549,43.35778,1.3866666666666665,19.799999999999997,0.10598628281117699,2.673151566469094,178.82025324446548,121.71874739850188,0.0254654,554.2742235848701,9.656,2.444,12.1,0.803,0.178,0.9810000000000001,0.10316902586755014,0.08867918214369375,21.842,0.598,0.241,36.55,0.636032115067275,0.826
433,0.0809,0.00208,0.0273,2.57393,33.77347,0.1122,0.00189,0.0483,1.68825,43.06097,1.83831891223733,24.12793572311496,0.18650695187165775,4.7662887700534755,247.46822736080526,264.3389667816098,0.0168825,1104.37710331615,7.4,1.3,8.700000000000001,0.694,0.166,0.86,0.13408903744610762,0.11384004262946278,29.134,0.543,0.209,53.62,0.640107297578663,0.876
434,0.0814,0.00262,0.0313,3.21871,38.41836,0.115,0.00293,0.057,2.54654,49.55613,1.6479606879606878,19.687469287469288,0.09386191304347827,1.825982608695652,181.43621730350358,200.78630887101406,0.0171549,624.9514350603109,9.373999999999999,2.5460000000000003,11.919999999999998,0.826,0.161,0.987,0.06712338750819913,0.12025362582902122,27.656,0.57,0.205,48.49,0.643929879860378,0.825
435,0.0826,0.00177,0.0275,2.14582,33.33556,0.13,0.00197,0.0562,1.51533,43.24972,2.0678571428571426,32.1277239709443,0.5616621538461538,16.023052307692307,399.342537454885,641.4283866528615,0.0182216,4667.456271505817,26.0,3.0,29.0,1.99,0.253,2.243,0.2774999251295259,0.07711658830223714,25.456,0.942,0.234,27.02,0.530768088819534,0.839
436,0.0831,0.00182,0.0291,2.19525,34.99828,0.1257,0.00164,0.0507,1.30682,40.31433,2.00835138387485,32.1115523465704,0.336250189485136,10.395051589570974,261.3942751362095,582.5221638772078,0.0130682,1989.8681388955897,21.86,4.23,26.09,1.615,0.183,1.798,0.21939075479122716,0.053629642800602714,21.06,0.559,0.251,37.65,0.624086144993791,0.851
437,0.0839,0.00187,0.0266,2.22999,31.66006,0.1229,0.00224,0.0515,1.82216,41.94172,1.8655423122765191,26.536591179976156,0.7901969080553296,18.167473555736372,366.4836883824211,597.5196554892503,0.015153300000000001,3318.2879274379566,20.1,3.5,23.6,1.369,0.164,1.533,0.34123017590807136,0.04407540041714218,25.515,0.539,0.225,47.3,0.620593561020033,0.853
438,0.0815,0.00134,0.0287,1.64011,35.22571,0.1278,0.00206,0.0526,1.61039,41.13168,0.8730552147239264,18.699018404907974,0.5915004694835682,15.103361502347418,264.791609106527,713.0886458334849,0.0175349,3310.9378885620567,8.48,2.66,11.14,0.769,0.267,1.036,0.4086596284912468,0.12361352398770548,20.607,0.813,0.269,25.35,0.610005758977314,0.859
439,0.0814,0.0015,0.0257,1.84675,31.5737,0.1281,0.0027,0.0558,2.10924,43.5686,1.1369778869778868,19.48022113022113,0.32026932084309134,6.618899297423889,248.40497214977765,361.40568374218674,0.0210924,1893.5695520172933,13.6,2.1,15.7,1.088,0.214,1.302,0.19760712660120947,0.08973275245464596,24.416,0.668,0.233,36.54,0.584057253735069,0.842
440,0.0829,0.0015,0.0267,1.80921,32.18482,0.1239,0.00217,0.054,1.75349,43.61299,1.539806996381182,27.408564535585043,0.5597338983050848,13.928861985472155,178.22561790253758,1216.4749115718448,0.0161039,3491.438130994845,7.1,0.6,7.699999999999999,0.563,0.114,0.6769999999999999,0.2730161713324051,0.13924602123715393,24.133,0.681,0.248,35.43,0.598050325087026,0.848
441,0.0809,0.00233,0.0295,2.8776,36.42961,0.1269,0.00301,0.0578,2.37364,45.55279,3.1421878862793573,39.783065512978986,0.14454641449960595,2.775675334909377,301.28936379845993,154.24983217421106,0.0194591,904.3389793323586,19.3,1.3,20.6,1.532,0.131,1.663,0.05290206087122593,0.11632550306439574,22.645,0.749,0.246,30.25,0.622263260037748,0.861
442,0.0825,0.00224,0.0289,2.70917,35.01088,0.1268,0.00301,0.0592,2.37136,46.718,2.514230303030303,32.43806060606061,0.1488620662460568,2.9277854889589907,407.0927766570773,91.01185428163146,0.0237136,878.59524634795,20.58,2.38,22.959999999999997,1.631,0.169,1.8,0.06342608044826085,0.08799344600540096,23.062,0.618,0.229,37.32,0.599078316550572,0.852
443,0.0799,0.00191,0.0289,2.38804,36.18237,0.1288,0.00251,0.0577,1.94591,44.80001,2.397659574468085,36.27872340425532,0.1532892857142857,3.5238214285714284,266.6579181907097,135.0213743102017,0.0237364,854.617654936412,13.3,2.6,15.9,1.071,0.182,1.253,0.07272155760590204,0.09245049276112642,17.817,0.666,0.273,26.73,0.579146707427591,0.856
444,0.0813,0.00209,0.0268,2.56913,32.95049,0.1242,0.00232,0.0525,1.87177,42.23462,1.6452644526445264,21.09717097170972,0.2772045088566828,6.2729468599033815,315.43951041533734,224.404487091828,0.021613699999999996,1529.9482661033662,15.196000000000002,0.8960000000000001,16.092000000000002,1.199,0.136,1.335,0.18822932521562658,0.060882800608828,29.762,0.499,0.2,59.62,0.587081727960178,0.864
445,0.0815,0.00183,0.0277,2.23996,33.9375,0.131,0.00278,0.0565,2.11893,43.12257,2.0365766871165647,30.82687116564417,0.4294357251908396,8.727740458015266,270.7951695871736,441.5077344039684,0.0211893,2533.353758082406,14.8,1.2,16.0,1.042,0.138,1.1800000000000002,0.18241148049325734,0.08563496069806013,19.188,0.496,0.244,38.66,0.637193894206217,0.848
446,0.0817,0.00166,0.0296,2.03777,36.22015,0.1288,0.00278,0.0565,2.16137,43.84774,1.63155446756426,29.092778457772344,0.2585961180124224,5.255640527950311,330.12244657719697,265.59103070863534,0.0187177,1641.1222806564235,19.13,1.81,20.939999999999998,1.36,0.146,1.506,0.12983170966937937,0.1397904227305729,27.409,0.591,0.229,46.34,0.623812133870474,0.832
447,0.081,0.00268,0.0286,3.31054,35.27345,0.1422,0.00337,0.0612,2.37118,43.06211,2.4715555555555553,26.37555555555555,0.3032526019690577,5.507139240506329,454.2928425005475,128.6089050985983,0.018041900000000003,1054.1179450286115,22.8,3.8,26.6,2.003,0.209,2.212,0.1462466855627686,0.05257383194660328,25.908,0.492,0.214,52.64,0.555342135126171,0.806
448,0.0816,0.00265,0.0289,3.2446,35.44208,0.1246,0.00251,0.0533,2.01082,42.76339,2.7084558823529408,29.537499999999994,0.12269991974317816,2.6055401284109143,331.9331061638599,108.4158022874249,0.0201082,723.6296513221745,17.4,2.6,20.0,1.607,0.253,1.8599999999999999,0.06806271021666983,0.12962197315931212,22.128,0.51,0.212,43.41,0.586983708976057,0.813
449,0.0807,0.00211,0.0308,2.61545,38.14581,0.1253,0.00226,0.0533,1.80419,42.51132,1.8119330855018587,26.449070631970265,0.17836504389465282,4.206573822825219,395.78290727101046,191.0168836784118,0.0237118,1792.6409505413483,14.1,1.0,15.1,1.369,0.194,1.563,0.12487845534101959,0.06945409084595083,23.64,0.508,0.24,46.56,0.620923731438696,0.85
450,0.0826,0.00183,0.0284,2.21896,34.41384,0.136,0.00244,0.0613,1.79324,45.03832,2.222142857142857,34.48571428571429,0.2659241176470588,6.6807985294117636,350.32095098674966,206.93455148149462,0.0199006,1442.664322558893,14.45,2.67,17.119999999999997,1.419,0.226,1.645,0.12875036917357235,0.14680078525390453,32.334,0.563,0.247,57.39,0.647189327420447,0.847
451,0.0824,0.00148,0.03,1.79773,36.4251,0.1369,0.00215,0.0591,1.57188,43.20632,1.8517961165048544,37.53640776699029,0.16238860482103726,4.463798392987583,280.89590222887847,217.48519262501173,0.0157188,960.2724857888303,11.4,1.1,12.5,1.12,0.145,1.2650000000000001,0.09114950634696756,0.22390691114245415,27.333,0.5,0.225,54.62,0.637660889218931,0.83
452,0.0826,0.00176,0.0293,2.13377,35.45829,0.1355,0.0027,0.0599,1.99006,44.21527,2.030605326876513,33.8049636803874,0.2444944649446494,5.424154981549815,225.62264184802606,388.13131821986786,0.017932399999999998,1570.3620271871337,9.29,2.56,11.85,0.935,0.143,1.078,0.11406525983080786,0.10318862136283351,26.509,0.518,0.218,51.22,0.605049045842074,0.876
453,0.0843,0.00262,0.0311,3.11326,36.83985,0.136,0.00347,0.0625,2.55211,45.97257,2.1755634638196915,25.824436536180308,0.08748992647058823,1.575827205882353,284.2211671977687,94.29120497406012,0.0231419,620.1926527306873,10.92,3.57,14.49,0.921,0.198,1.119,0.04669817102234812,0.08579716460798867,24.86,0.524,0.255,47.47,0.622281711984259,0.856
454,0.0827,0.00229,0.0304,2.77501,36.81183,0.1297,0.00298,0.0559,2.30026,43.11655,1.8248004836759375,24.224425634824673,0.09792413261372399,1.8368989976869698,271.7387577185035,92.66514682461792,0.0230026,579.2218431351542,14.55,3.72,18.27,1.336,0.196,1.532,0.060745132692910694,0.09976910578375758,20.933,0.538,0.283,38.92,0.631743072625742,0.863
455,0.0827,0.002,0.0299,2.42274,36.15881,0.1271,0.00294,0.0564,2.31419,44.37151,2.22490931076179,33.26239419588875,0.10492399685287175,2.01282769472856,180.21356036004815,112.41766922998923,0.0255211,517.0367735681697,6.182,0.73,6.912000000000001,0.604,0.128,0.732,0.046987652274799036,0.12016242645230794,25.361,0.491,0.226,51.67,0.582034540860245,0.841
456,0.082,0.00212,0.029,2.58803,35.40669,0.1395,0.00213,0.0568,1.52631,40.73267,3.4230243902439024,46.82439024390244,0.17974451612903225,4.793187096774194,350.06419538468356,136.89300800927208,0.0182524,874.6794790393125,16.2,1.6,17.8,1.466,0.241,1.7069999999999999,0.08165247066004495,0.1498210470826513,32.499,0.561,0.245,57.96,0.652528050971125,0.843
457,0.0818,0.00187,0.0291,2.28739,35.60938,0.1376,0.00217,0.0575,1.5793,41.80471,2.0140220048899757,31.341198044009786,0.16617216569767443,4.403179505813953,296.272603673318,210.12612149759988,0.015792999999999998,983.1871049389327,15.94,3.13,19.07,1.31,0.192,1.502,0.10682603891034803,0.14092074982004724,29.743,0.661,0.204,44.96,0.62590621524237,0.849
458,0.0816,0.00204,0.0285,2.50552,34.86895,0.1429,0.00261,0.0601,1.82524,42.085,1.7125,23.924632352941174,0.14814352694191743,3.411274317704689,366.9233207881382,189.55249119797384,0.015263100000000002,1061.5673715007756,11.5,2.15,13.65,0.941,0.171,1.1119999999999999,0.1058725248332485,0.18796256412264556,27.484,0.615,0.219,44.68,0.584085837038145,0.852
459,0.0821,0.00197,0.0288,2.39751,35.03602,0.1275,0.00291,0.055,2.28609,43.17,1.463702801461632,21.39829476248477,0.21324023529411762,4.030313725490196,164.10594915528108,59.79981846225042,0.0435693,427.56758557424473,7.031999999999999,0.39,7.422,0.523,0.071,0.594,0.1328206075942169,0.0995123892924669,28.309,0.534,0.203,52.99,0.624289394629224,0.859
460,0.0843,0.00185,0.0307,2.1975,36.47563,0.1272,0.00263,0.0551,2.06614,43.30776,1.698576512455516,28.187188612099646,0.17471305031446538,3.660338050314465,247.77257306617608,201.49210616854157,0.0206614,1031.5042294773064,10.25,1.17,11.42,0.881,0.089,0.97,0.09842748980780429,0.075713453698311,24.74,0.554,0.239,44.67,0.598084646724309,0.857
461,0.0823,0.00283,0.0301,3.43661,36.60508,0.1304,0.00568,0.0575,4.35693,44.11016,1.3548238153098422,14.40996354799514,0.07235030674846626,0.7324194785276075,291.41937976586127,189.41853692353945,0.022860900000000003,1261.9269962203334,10.5,1.3,11.8,0.867,0.086,0.953,0.04045201042351623,0.03166021285404642,29.136,0.558,0.256,52.22,0.630926267207273,0.839
462,0.0813,0.00279,0.0259,3.43043,31.88799,0.1289,0.00238,0.0551,1.84429,42.75579,3.9464944649446494,36.63591635916359,0.18929216446858033,4.3823522110162925,198.31367197427005,349.9386394590307,0.014327200000000002,994.2735319325932,9.15,1.48,10.63,0.718,0.092,0.8099999999999999,0.08185098840737076,0.07025835914795774,25.337,0.498,0.23,50.89,0.60002754207959,0.871
463,0.0839,0.0019,0.0301,2.26684,35.89219,0.1298,0.00221,0.0546,1.70038,42.06252,1.623718712753278,25.723122765196663,0.16781016949152544,4.145898305084746,210.50363033055572,276.62769834153585,0.0170038,990.1505690769987,11.1,1.1,12.2,0.837,0.084,0.9209999999999999,0.1208494776595223,0.079699838148021,22.763,0.493,0.233,46.2,0.615073157303453,0.856
464,0.0819,0.00168,0.0302,2.04663,36.86136,0.1264,0.00181,0.0522,1.43272,41.26825,1.8153846153846154,32.633699633699635,0.16819825949367084,4.850800632911391,255.23193448199385,237.31661432087478,0.0184429,1117.100811864279,7.46,1.82,9.28,0.594,0.099,0.693,0.11717175747660753,0.09376932745446204,23.697,0.569,0.24,41.65,0.620104014484775,0.839
465,0.0834,0.00197,0.0304,2.35696,36.43083,0.1239,0.00266,0.0543,2.14887,43.85667,2.2723501199040768,35.065707434052754,0.2509717514124294,5.123220338983051,197.7460079993278,146.31098616744308,0.021638,626.0395620375857,8.344,1.6760000000000002,10.02,0.712,0.134,0.846,0.10835109834090279,0.10195569561590509,29.107,0.572,0.273,50.91,0.641166074203763,0.859
466,0.0833,0.00199,0.0293,2.39148,35.12281,0.134,0.00253,0.0575,1.88721,42.94307,2.1978391356542617,32.360144057623046,0.10626,2.415,201.29545963168732,165.18654438839798,0.0188721,627.5218847288219,7.9,2.0,9.9,0.771,0.151,0.922,0.057647396238783954,0.13110992747982136,24.353,0.522,0.226,46.62,0.657790120569234,0.852
467,0.0829,0.0019,0.0308,2.29568,37.19791,0.1268,0.00274,0.0562,2.1638,44.31618,2.2208685162846806,36.00144752714114,0.10581845425867507,2.1704369085173503,334.72523021284184,206.33866706942774,0.0214887,1484.1548391238864,10.88,1.96,12.84,1.095,0.134,1.229,0.04810554338536499,0.1286874858787587,26.149,0.589,0.21,44.41,0.623653670246994,0.837
468,0.0816,0.00246,0.0303,3.00896,37.14732,0.1306,0.00334,0.0584,2.56023,44.73783,4.594411764705883,56.58970588235294,0.44581071975497716,7.795013782542115,365.9747824377972,330.78465578758863,0.0210751,2551.3272102150277,13.73,2.12,15.850000000000001,1.162,0.124,1.286,0.10264261152197468,0.04475010598709313,25.37,0.654,0.225,38.82,0.656129625046086,0.847
469,0.0815,0.00194,0.03,2.37743,36.85514,0.1286,0.00291,0.0578,2.25938,44.93897,1.79479754601227,27.754601226993863,0.3388362363919129,6.730149300155521,216.61660349811268,408.4140230696276,0.0225938,1998.8567326598522,7.8,2.0,9.8,0.609,0.099,0.708,0.16568924690729633,0.05753867262708301,22.272,0.558,0.323,39.92,0.59056835434133,0.811
470,0.0814,0.00198,0.0302,2.43574,37.09594,0.1331,0.00281,0.0587,2.10751,44.08053,2.6440540540540542,40.32850122850123,0.4325837716003006,9.036536438767845,301.08085936023576,342.0728679209902,0.025602299999999995,2636.8216624232728,9.7,2.8,12.5,0.773,0.089,0.862,0.15860360709033205,0.0805015868101246,25.727,0.519,0.226,49.58,0.584931234507231,0.863
471,0.082,0.00256,0.0297,3.12721,36.24381,0.1262,0.00332,0.0586,2.62905,46.42625,2.8128780487804876,32.63378048780488,0.11559492868462756,2.040320126782884,399.76235083546266,157.10352610185592,0.030812199999999998,1935.1317172197785,30.3,3.7,34.0,2.412,0.296,2.7079999999999997,0.04650030689779246,0.08889453298622135,26.235,0.59,0.221,44.44,0.640337810546321,0.838
472,0.0815,0.00217,0.0275,2.66177,33.68584,0.1286,0.0035,0.0597,2.72104,46.42404,3.615779141104295,45.82208588957055,0.14400077760497668,2.4562418351477455,558.5458553911157,55.96718794602576,0.0272104,850.6036580370311,0.0,0.0,0.0,0.0,0.0,0.0,0.03750062016712618,0.13253857439524844,26.295,0.597,0.215,44.01,0.608623520300494,0.813
473,0.0802,0.00154,0.0297,1.91515,37.04746,0.1271,0.00392,0.0606,3.08122,47.68924,1.6494513715710724,31.810847880299253,0.32784893784421715,5.068276947285602,429.8401461782008,60.39592481467934,0.026290499999999998,682.5169742339833,0.0,0.0,0.0,0.0,0.0,0.0,0.1101212058427432,0.16367968507199837,26.056,0.644,0.222,40.49,0.593791199270532,0.842
474,0.0834,0.002,0.0296,2.40139,35.50158,0.1297,0.00265,0.0569,2.04306,43.86356,2.3693045563549164,35.06570743405276,0.11482652274479567,2.4655204317656128,288.20329232607736,153.62762247385683,0.018832,833.8053794476866,15.5,2.6,18.1,1.192,0.187,1.379,0.05382110706761156,0.06129094043286726,22.13,0.494,0.236,44.81,0.627830423434992,0.861
475,0.0814,0.00166,0.0302,2.03532,37.09713,0.1292,0.0023,0.0552,1.78402,42.73616,2.018918918918919,36.72972972972973,0.16041253869969038,3.849900928792569,299.7591019666543,177.60499228147285,0.0178402,949.7892875036238,19.73,1.72,21.45,1.843,0.167,2.01,0.08342668802251622,0.08610234142818787,22.211,0.917,0.27,24.22,0.638298137760368,0.856
476,0.0821,0.00148,0.0286,1.80013,34.82577,0.1317,0.00248,0.0577,1.8832,43.84562,1.339390986601705,25.882825822168083,0.14111708428246011,3.283248291571754,193.9328918318608,171.21405003833416,0.0204306,678.3783747589459,9.3,1.3,10.600000000000001,0.678,0.049,0.7270000000000001,0.09162041225517764,0.09413893439616598,26.624,0.73,0.237,36.49,0.573119138889471,0.865
477,0.0825,0.00156,0.0277,1.8896,33.51762,0.127,0.00241,0.0528,1.89443,41.57688,3.3431272727272727,59.36193939393939,0.08328732283464567,1.8247181102362204,227.09794316659284,275.9002096609162,0.0197735,1238.9357348293402,7.6,2.5,10.1,0.946,0.179,1.125,0.024223324815524118,0.14625611930084054,26.707,0.519,0.229,51.47,0.602087833039943,0.864
478,0.0811,0.0019,0.0261,2.34348,32.15477,0.1352,0.0036,0.0672,2.66542,49.68321,1.7664611590628851,24.265598027127005,0.18082544378698223,3.3754082840236688,213.33633991266217,188.07169950103554,0.026654199999999996,1069.4338861562408,9.83,1.74,11.57,1.039,0.164,1.2029999999999998,0.08262461826720686,0.1399179958876276,21.592,0.623,0.247,34.64,0.624507110277674,0.866
479,0.0834,0.00181,0.0292,2.17288,35.06612,0.1381,0.00273,0.06,1.97735,43.46815,2.0964748201438845,33.821582733812946,0.20964265025343953,4.6075307748008685,305.880720748323,84.77504607126515,0.0189443,491.24563207407465,9.484,2.3,11.784,0.987,0.196,1.183,0.09892262487757102,0.06622825427918473,30.128,0.623,0.171,48.37,0.613031517285367,0.877
480,0.0813,0.00159,0.0297,1.95652,36.58452,0.1317,0.00228,0.0581,1.73455,44.08609,1.9068265682656826,35.61808118081181,0.12746879271070613,3.2482179195140466,305.9678647149681,141.73424764430575,0.0158856,688.8969170269351,15.6,1.6,17.2,1.281,0.181,1.462,0.07021542393408542,0.13922928010833183,29.617,0.62,0.227,47.79,0.639260251769884,0.851
481,0.0818,0.0017,0.0315,2.07969,38.54504,0.1326,0.00232,0.0581,1.74971,43.82653,2.238264058679707,41.47371638141809,0.13304132730015084,3.3317677224736046,304.6775784734509,147.45386868235028,0.0174971,786.0727487427371,17.2,3.3,20.5,1.416,0.197,1.613,0.06594740858946783,0.08499271491015056,31.814,0.611,0.174,52.08,0.640577025974421,0.87
482,0.0817,0.00176,0.0291,2.15787,35.67147,0.137,0.00218,0.0592,1.58856,43.23773,2.477356181150551,40.9608323133415,0.11679708029197079,3.171737226277372,305.5000261259385,142.39610406352887,0.0173455,754.5641753661505,14.43,2.15,16.58,1.264,0.191,1.455,0.059996730423410166,0.08746117377799574,27.731,0.663,0.214,41.8,0.628618666506499,0.851
483,0.0811,0.00212,0.0283,2.60861,34.87802,0.1285,0.00425,0.0613,3.30879,47.70117,1.4063625154130701,18.773612823674473,0.30050972762645917,4.334410894941635,389.25726856267397,154.4676722992911,0.0179075,1076.7361466696707,12.5,2.3,14.8,1.126,0.144,1.2699999999999998,0.14448366886111377,0.10177145946633592,25.158,0.518,0.219,48.6,0.544996303466371,0.856
484,0.0817,0.00209,0.0299,2.55669,36.5927,0.1312,0.00382,0.0625,2.90788,47.64555,1.1358139534883722,16.24920440636475,0.08009771341463415,1.3104992378048779,175.7742785642331,92.46765090649757,0.029078800000000002,472.6303748786852,9.982,1.0699999999999998,11.052,0.829,0.093,0.9219999999999999,0.05834446777374817,0.0890755233186995,27.998,0.682,0.236,41.06,0.653589423557568,0.837
485,0.0813,0.00192,0.0288,2.36631,35.40276,0.1326,0.00237,0.058,1.79075,43.7488,3.1858302583025835,47.78745387453875,0.18189660633484164,4.451478129713424,255.62713921593976,210.00050117182298,0.0330879,1776.218935123332,8.8,0.8,9.600000000000001,0.828,0.128,0.956,0.07014895538231422,0.0882290094225825,29.797,0.631,0.229,47.25,0.631692640381721,0.779
486,0.0812,0.00188,0.0303,2.31737,37.28248,0.1358,0.00256,0.0596,1.88176,43.92209,1.9216748768472907,30.971674876847292,0.23671516936671577,5.511025036818851,229.44122570365985,228.251085610344,0.0173479,908.5131461198151,10.472,1.3439999999999999,11.815999999999999,0.806,0.156,0.9620000000000001,0.13140847870904276,0.14441642161223145,27.499,0.715,0.215,38.47,0.606389805067607,0.829
487,0.0821,0.00166,0.03,2.01589,36.59348,0.1346,0.00221,0.0582,1.64215,43.25487,1.5690133982947623,28.355663824604136,0.16218707280832098,4.27117087667162,331.5272912593204,176.0371363114315,0.0164215,958.3770493546679,17.6,4.9,22.5,1.259,0.208,1.4669999999999999,0.11291981984041703,0.18404627449187227,27.317,0.565,0.204,48.37,0.625080786451243,0.844
488,0.0811,0.00186,0.03,2.2928,36.95705,0.1349,0.00234,0.0588,1.73479,43.59726,1.6535881627620221,26.67077681874229,0.15375656041512234,3.863626389918458,381.50969602655465,194.46205582871744,0.0188176,1396.0619336013815,17.3,3.5,20.8,1.461,0.264,1.725,0.10948075687960082,0.1395682031520182,24.9,0.521,0.224,47.78,0.640589033739368,0.844
489,0.0829,0.00165,0.0303,1.99035,36.56185,0.1359,0.00286,0.0668,2.10753,49.12955,2.211278648974668,40.60711700844391,0.15804709345106696,3.691449595290655,360.41706541770697,290.8548196829696,0.0160077,1678.0718327761256,19.57,1.95,21.52,1.556,0.153,1.709,0.06331675238175533,0.12646488491695473,27.462,0.682,0.217,40.28,0.595072335227661,0.827
490,0.0816,0.00166,0.0313,2.03564,38.35214,0.1471,0.00236,0.0611,1.60763,41.51449,2.5489950980392155,48.062377450980385,0.34209571719918425,8.856800135961931,353.10078729602736,356.78302181925363,0.016076299999999998,2025.298156289782,0.0,0.0,0.0,0.0,0.0,0.0,0.1454273886088813,0.09070882467280032,29.28,0.584,0.196,50.1,0.620524490626787,0.837
491,0.0823,0.00174,0.0282,2.11505,34.29183,0.1359,0.00218,0.0566,1.60077,41.61781,2.7971081409477523,45.332442284325644,0.284619131714496,7.389652685798382,324.2232428213468,136.85174840025115,0.0210753,935.1219706733134,0.0,0.0,0.0,0.0,0.0,0.0,0.11825276753997188,0.08664182934225521,29.32,0.511,0.19,57.36,0.633491438412724,0.863
492,0.0825,0.00311,0.029,3.76395,35.16692,0.1354,0.00408,0.0582,3.01392,42.99046,1.1761454545454546,10.967272727272729,0.030163072378138853,0.43026735598227484,267.640926756197,50.816804591970914,0.024619900000000004,334.8468072921263,8.9,1.3,10.200000000000001,0.915,0.164,1.079,0.031085991118288255,0.018632961709263686,12.86,0.57,0.407,22.55,0.517651087848716,0.798
